Daytime/evening attendance,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,1.636,2,3,1.864,0,0,1,0,1,1,0,0,6,6,6,6.083,0,6,6,6,6.25,1
1,6.364,3,3,6.364,0,0,1,0,0,1,0,0,6,11,6,6.714,0,6,12,6,6.429,1
1,2.091,2,3,2.6,0,0,1,0,1,1,0,0,6,6,6,7.25,0,6,8,6,7.333,1
1,2.091,3,3,2.027,0,0,1,0,1,1,0,0,7,7,7,6.071,0,7,7,7,6.429,1
1,5.273,2,2,3.182,0,0,1,0,0,1,0,0,7,7,6,6.95,0,7,7,6,6.95,1
1,3.636,2,2,1.436,0,0,1,0,0,2,0,0,7,12,3,6.883,0,7,11,3,6.033,0
1,3.918,3,3,2.864,0,0,1,0,0,2,0,13,15,17,13,5.808,11,14,14,11,6.273,0
1,4.364,3,3,4.018,0,0,1,0,1,1,0,0,6,6,6,7.583,0,6,7,6,7.071,1
1,3.636,2,1,3.636,0,0,1,0,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,2.273,2,3,1.7,0,0,1,0,1,1,0,0,6,9,5,5.4,0,6,8,6,5.357,1
1,5.182,1,1,4.245,0,0,1,0,0,1,0,0,7,7,7,6.998,0,8,9,8,7.478,1
1,3.818,3,3,2.645,0,0,1,0,0,1,0,0,6,8,6,6.643,0,6,16,6,5.9,1
1,5.091,1,1,5.573,0,0,1,0,1,1,0,6,12,12,12,6.375,4,11,16,11,6.625,1
1,3.909,3,3,3.4,0,1,1,0,1,1,0,0,7,7,7,6.357,0,7,7,7,6.143,1
1,3.091,2,2,3.091,0,0,1,0,0,2,0,0,8,8,8,6.443,0,8,8,8,6.443,1
1,3.918,1,1,5.909,0,0,1,0,1,1,0,0,6,7,5,6.5,0,6,6,6,6.333,1
1,2.818,3,3,2.182,0,0,1,0,1,1,0,0,5,7,5,6.1,0,5,6,5,5.6,1
1,6.364,2,3,6.364,0,0,1,0,0,1,0,7,11,15,11,6.893,4,9,9,9,6.944,1
1,5.455,3,3,4.227,0,0,1,0,1,1,0,0,8,8,8,7.251,0,8,8,8,7.251,1
1,3.636,1,2,2.936,0,0,1,0,0,1,0,0,7,7,6,7.175,0,7,7,6,7.175,1
1,3.918,3,2,3.455,0,0,1,0,1,1,0,0,6,6,6,5.75,0,6,6,6,6.167,1
1,5.818,3,3,6.045,1,0,1,0,1,1,0,0,6,8,6,5.857,0,6,6,6,7.333,1
1,5.455,2,3,4.818,0,0,1,0,0,1,0,0,6,6,5,6.5,0,6,6,6,6.833,1
1,4.636,2,2,3.809,0,0,1,0,1,1,0,0,7,8,7,6.784,0,8,8,8,7.013,1
1,5.091,1,1,5.918,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,4.455,1,2,3.664,0,0,1,0,1,1,0,0,8,8,8,7.077,0,8,8,8,7.077,1
1,4.182,1,1,3.027,0,0,0,0,0,1,0,0,8,8,0,0.0,0,8,8,0,0.0,0
1,1.818,2,3,2.491,0,0,1,0,0,1,0,0,6,7,6,6.917,0,6,6,6,6.417,1
1,3.545,3,3,2.727,0,0,1,0,0,1,0,0,8,8,7,6.227,0,8,8,7,6.227,1
1,4.273,1,2,3.336,0,0,1,0,0,1,0,0,7,0,0,0.0,0,8,0,0,0.0,0
1,4.364,1,2,3.573,0,0,1,0,1,1,0,0,7,8,6,6.636,0,8,11,7,6.472,1
1,3.918,3,2,0.782,0,0,1,0,0,1,0,0,6,16,2,5.5,0,6,12,0,0.0,0
1,4.182,3,3,3.355,0,0,1,0,1,1,0,0,7,7,7,6.643,0,7,7,7,7.214,1
1,4.455,2,3,5.155,0,0,1,0,1,1,0,0,6,6,6,6.667,0,6,7,6,7.0,1
1,3.182,1,1,2.455,0,0,1,0,1,1,0,0,8,8,8,6.629,0,8,8,8,6.629,1
1,3.636,3,3,3.636,0,0,1,0,0,2,0,0,6,7,0,0.0,0,6,7,0,0.0,0
1,4.273,1,3,3.255,0,0,0,0,1,1,0,0,6,10,6,6.333,0,6,6,2,5.75,0
0,3.636,1,1,6.364,0,0,1,0,0,2,0,0,5,5,5,7.3,0,5,5,5,7.7,0
1,3.636,1,2,4.018,0,0,1,0,0,1,0,0,5,13,0,0.0,0,5,5,0,0.0,0
1,6.364,3,3,0.545,0,0,0,0,0,2,0,3,5,7,3,6.167,0,5,8,0,0.0,0
1,4.182,2,1,3.2,0,0,1,0,0,1,0,0,6,7,6,5.833,0,6,10,6,5.667,1
0,2.455,3,3,0.909,0,0,1,0,0,2,0,0,6,6,4,6.25,0,6,6,6,7.167,0
1,4.545,3,3,4.545,0,0,1,0,0,2,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,3.818,2,2,2.727,0,0,1,0,1,2,0,0,6,6,6,7.667,0,6,6,6,7.083,1
1,5.182,1,1,4.027,0,0,1,0,0,1,0,0,8,8,7,7.1,0,8,8,7,7.1,1
1,6.182,3,3,4.973,0,0,1,0,1,1,0,0,6,6,6,7.417,0,6,6,6,7.333,1
1,4.727,2,3,3.809,0,0,1,0,0,1,0,0,7,7,7,6.821,0,8,8,8,7.194,0
1,4.818,1,3,4.245,0,0,1,0,1,1,0,0,6,6,6,6.917,0,6,6,6,7.0,0
1,4.091,1,1,3.618,0,0,1,0,0,1,0,0,6,6,6,5.917,0,6,7,6,6.5,1
1,6.364,1,3,5.136,0,0,1,0,1,1,0,0,6,7,6,6.714,0,6,10,6,6.75,1
1,3.918,3,3,2.527,0,0,1,0,0,2,0,0,7,10,6,5.708,0,8,9,8,5.981,1
1,3.918,3,3,1.455,0,0,1,0,0,1,0,0,7,16,2,6.375,0,7,12,2,5.5,0
1,1.455,3,2,2.445,0,0,1,0,0,1,0,0,6,7,6,5.75,0,6,8,5,6.2,1
1,5.273,1,2,4.7,0,0,1,0,0,1,0,0,6,6,6,6.917,0,6,6,6,6.333,1
1,4.0,1,2,3.427,0,0,0,0,0,1,0,1,6,8,6,5.857,0,6,11,4,5.667,0
1,3.636,2,1,2.918,0,0,1,0,1,1,0,0,7,8,7,5.839,0,8,10,7,6.519,1
1,5.455,1,1,5.773,0,0,1,0,0,1,0,0,6,7,6,7.857,0,6,6,6,7.333,0
1,4.636,1,2,4.673,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,4.545,2,3,4.164,0,0,1,0,1,1,0,0,6,6,6,6.5,0,6,7,6,6.5,1
1,4.364,1,1,3.409,0,0,1,0,1,1,0,0,7,7,7,7.243,0,8,9,8,7.294,1
1,3.909,1,1,0.909,0,0,1,0,0,1,0,1,8,8,7,5.786,1,8,8,7,5.786,1
1,5.455,3,3,3.773,0,0,1,0,1,1,0,0,8,8,7,6.329,0,8,8,7,6.329,1
1,2.455,3,3,1.755,0,0,0,0,0,1,0,0,5,9,2,5.0,0,5,11,1,5.0,0
1,5.0,2,1,3.445,0,0,1,0,0,1,0,0,6,7,6,6.857,0,6,6,6,6.583,1
1,4.545,3,3,4.545,0,0,1,0,0,3,0,10,14,21,13,6.536,4,11,16,11,6.5,1
1,6.364,3,3,6.364,0,0,1,0,1,1,0,0,6,7,6,7.667,0,6,9,6,7.0,1
1,3.182,1,1,2.709,0,0,1,0,0,1,0,0,6,9,5,5.786,0,6,8,6,6.071,1
0,3.918,3,3,5.727,0,0,0,0,0,3,0,0,5,10,0,0.0,0,5,5,0,0.0,0
1,4.455,3,3,3.182,0,0,1,0,1,1,0,0,7,7,6,6.45,0,7,7,6,6.45,1
1,2.727,3,3,2.727,0,0,1,0,0,2,0,4,10,20,4,5.75,3,9,13,3,5.833,0
1,2.727,1,1,2.445,0,0,1,0,0,1,0,0,6,6,6,6.75,0,6,7,6,6.714,1
1,3.636,3,3,2.536,0,0,1,0,0,2,0,0,1,1,0,0.0,0,5,0,0,0.0,0
1,5.455,2,2,4.091,0,0,1,0,0,2,0,2,8,10,7,5.571,2,8,11,8,5.688,1
1,4.818,3,2,3.591,0,0,1,0,1,1,0,0,8,8,7,6.899,0,8,8,7,6.899,1
0,0.909,3,2,1.936,0,1,0,0,0,2,0,0,6,7,6,6.667,0,6,6,6,6.75,1
0,3.918,3,3,0.455,0,1,0,0,0,3,0,0,6,11,0,0.0,0,5,6,0,0.0,0
1,3.918,3,3,3.8,0,0,1,0,0,2,0,14,15,17,14,5.679,13,14,15,13,6.423,0
1,3.818,3,2,2.645,0,0,1,0,0,1,0,0,5,11,0,0.0,0,5,8,0,0.0,0
1,3.727,3,3,3.218,0,0,1,0,0,1,0,0,6,13,6,7.846,0,6,13,5,7.214,1
1,5.182,1,3,4.609,0,1,1,0,1,1,0,13,18,19,18,7.526,11,13,13,13,7.269,1
0,4.636,3,3,3.809,0,0,1,0,0,1,0,6,10,20,6,5.75,5,10,17,5,6.2,0
1,4.091,3,3,4.473,0,0,1,1,1,1,0,0,6,6,6,6.5,0,6,6,6,6.583,1
1,3.909,3,3,2.891,0,0,1,1,1,1,0,0,8,8,8,6.469,0,8,8,8,6.469,1
1,4.727,3,3,3.9,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,3.636,3,3,3.636,0,0,1,1,0,2,0,0,6,6,0,0.0,0,6,8,0,0.0,0
1,3.918,3,3,3.645,0,0,0,1,0,3,0,0,7,10,5,6.5,0,7,9,5,6.44,0
1,3.918,3,3,3.136,0,0,0,1,0,3,0,0,7,11,5,6.09,0,7,11,4,5.906,0
1,3.636,2,3,6.573,0,0,1,1,0,3,0,0,6,13,3,5.667,0,6,12,5,5.7,0
1,5.364,2,1,4.345,0,0,1,1,0,1,0,0,8,8,7,6.5,0,8,8,7,6.5,1
1,3.636,1,1,2.682,0,0,0,1,0,1,0,0,5,5,0,0.0,0,6,0,0,0.0,0
1,5.455,1,1,1.818,0,1,1,1,0,2,0,0,5,13,2,6.25,0,5,8,3,6.167,0
1,1.455,1,1,1.364,0,0,1,1,0,1,0,0,6,9,5,5.5,0,6,9,5,6.083,1
1,6.545,3,3,4.8,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
0,2.727,3,3,3.473,0,0,1,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
0,3.918,3,3,2.727,0,0,1,1,0,3,0,0,5,9,0,0.0,0,5,5,1,5.0,0
1,3.636,3,3,3.636,0,0,0,1,0,2,0,0,5,6,0,0.0,0,5,5,0,0.0,0
1,3.455,3,3,2.882,0,0,1,1,1,1,0,0,5,5,5,6.2,0,5,5,4,5.375,1
1,3.091,3,2,2.364,0,0,1,1,0,1,0,0,6,8,6,7.75,0,6,10,6,7.05,1
0,3.918,3,3,3.927,0,0,0,1,0,3,0,0,5,13,2,5.75,0,5,12,3,5.4,0
0,2.182,3,3,2.427,0,0,1,1,0,3,0,0,5,7,4,6.667,0,5,9,4,5.8,0
1,4.545,3,3,3.309,0,0,1,1,1,1,0,0,6,8,6,6.333,0,6,6,6,6.75,1
1,2.909,1,2,2.755,0,0,1,1,1,1,0,0,5,8,5,6.3,0,5,9,5,6.8,0
1,4.545,3,3,2.545,0,1,1,1,1,3,0,0,6,6,6,6.75,0,6,6,0,0.0,0
1,6.364,3,2,5.409,0,0,0,1,0,1,0,0,6,6,6,6.5,0,6,8,6,6.5,1
1,3.636,1,1,3.636,0,0,1,1,1,1,0,0,6,15,6,5.857,0,6,8,4,5.875,1
1,4.636,1,1,3.3,0,0,1,1,1,1,0,0,6,8,6,6.083,0,6,7,5,6.5,1
1,3.364,3,3,2.382,0,0,1,1,0,1,0,0,5,10,0,0.0,0,5,13,0,0.0,0
1,3.273,3,3,3.273,0,0,0,1,0,2,0,0,6,12,0,0.0,0,6,6,0,0.0,0
1,3.727,1,1,2.936,0,0,1,1,0,1,0,0,5,6,5,5.75,0,5,5,5,5.8,1
1,3.636,1,1,3.8,0,0,1,1,1,1,0,2,7,7,7,6.143,5,9,10,8,6.188,1
1,4.545,1,1,3.7,0,0,1,1,1,1,0,0,7,7,7,6.359,0,8,11,8,6.403,0
1,4.545,2,2,3.591,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.918,3,3,3.636,0,1,1,1,1,2,0,0,6,16,1,7.0,0,6,7,0,0.0,0
1,2.727,2,2,2.182,0,0,1,1,0,2,0,0,5,10,3,5.833,0,5,8,4,5.625,0
1,3.0,1,2,2.4,0,1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,4.182,3,3,2.882,0,0,1,1,0,1,0,0,5,10,0,0.0,0,5,11,1,6.0,0
1,4.182,1,1,3.636,0,0,1,1,0,1,0,2,6,13,4,5.75,2,6,12,2,6.25,0
0,2.727,3,3,2.727,0,1,1,1,0,2,0,6,10,10,7,5.857,4,10,10,6,5.75,0
0,6.364,1,1,3.182,0,0,1,1,0,2,0,0,5,7,5,6.3,0,5,7,5,6.857,1
1,3.182,3,3,4.009,0,0,1,1,0,2,0,12,17,19,13,5.821,12,17,25,12,5.625,0
1,5.091,1,1,5.409,0,0,1,1,1,1,0,0,6,8,6,7.438,0,6,8,6,6.714,1
1,4.545,2,3,4.545,0,0,1,1,0,1,0,0,6,8,6,6.357,0,6,9,6,6.75,1
1,1.909,1,1,6.582,0,1,0,1,0,3,0,4,12,16,5,5.8,2,7,7,5,5.6,0
1,2.727,1,1,4.236,0,0,1,1,0,2,0,0,7,14,5,5.97,0,7,14,6,6.1,0
1,1.909,1,2,1.909,0,0,1,1,0,1,0,0,5,10,4,5.8,0,5,9,3,7.1,0
1,1.455,1,1,1.427,0,0,1,1,0,1,0,0,6,6,6,6.667,0,6,9,5,6.9,1
1,5.545,1,3,4.273,0,0,1,1,0,1,0,0,5,5,5,6.7,0,5,5,5,7.5,1
1,3.918,3,3,2.727,0,1,0,1,0,3,0,0,6,12,0,0.0,0,6,12,0,0.0,0
0,2.727,3,3,2.773,0,0,1,1,0,2,0,0,5,5,2,5.5,0,5,5,0,0.0,0
0,2.727,1,1,2.555,0,0,1,1,0,2,0,13,15,17,13,6.0,9,13,13,9,5.667,0
0,1.818,3,3,4.455,0,0,1,1,0,3,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,3.918,3,2,2.391,0,0,0,1,0,2,0,0,5,5,0,0.0,0,5,9,0,0.0,0
1,2.545,2,3,2.773,0,0,1,1,0,1,0,0,6,12,4,6.25,0,6,12,4,5.125,0
1,4.455,1,2,4.082,0,0,1,1,0,1,0,0,6,7,6,6.833,0,6,7,6,6.083,1
1,3.636,1,1,3.0,0,0,1,1,0,1,0,0,5,10,1,5.0,0,5,7,0,0.0,0
1,3.818,3,3,2.991,0,0,0,1,0,1,0,0,6,6,6,5.75,0,6,9,2,6.5,0
1,6.0,2,3,3.845,0,0,1,1,1,1,0,0,7,7,6,6.633,0,7,7,6,6.633,1
1,4.818,2,3,3.773,0,0,1,1,1,1,0,0,7,8,7,6.256,0,8,8,8,7.094,1
1,3.918,3,3,3.473,0,0,1,1,0,2,0,0,5,9,0,0.0,0,5,5,0,0.0,0
1,4.545,3,3,5.273,0,0,0,1,0,2,0,0,6,14,0,0.0,0,6,6,0,0.0,0
1,3.364,1,2,2.864,0,0,1,1,0,2,0,0,7,7,6,6.742,0,7,7,6,6.742,1
1,3.918,3,3,4.455,0,1,0,1,0,2,0,0,6,8,0,0.0,0,5,6,0,0.0,0
1,2.727,3,3,2.127,0,0,1,1,0,1,0,0,5,9,3,6.5,0,5,9,3,5.833,0
1,5.455,2,3,5.455,0,1,1,1,0,1,0,0,5,6,5,8.25,0,5,7,5,8.857,0
1,5.455,3,3,5.455,0,0,1,1,0,1,0,1,6,11,6,6.9,1,6,7,6,6.571,1
1,3.636,1,1,4.545,0,0,0,1,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,4.636,1,1,4.609,0,0,1,1,0,1,0,0,5,5,5,6.3,0,5,6,4,7.25,1
1,5.091,1,3,5.155,0,0,1,1,0,1,0,0,6,7,6,6.917,0,6,8,6,6.812,1
1,3.918,3,3,0.545,0,0,1,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,6.364,1,3,6.364,0,1,0,1,0,2,0,2,6,6,2,8.0,2,7,7,2,8.0,0
1,3.636,2,1,3.636,0,1,0,1,0,2,0,0,5,5,0,0.0,0,5,5,0,0.0,0
0,6.364,1,1,3.636,0,0,0,1,1,2,0,0,5,12,3,5.333,0,5,11,3,5.333,0
1,4.545,3,3,4.545,0,0,1,1,0,3,0,14,18,18,18,7.25,13,18,18,18,7.25,1
1,3.273,2,2,2.418,0,0,1,1,1,1,0,0,5,6,5,7.0,0,5,7,5,6.9,1
1,2.545,1,2,2.773,0,0,1,1,0,1,0,0,5,10,3,6.667,0,5,11,5,6.786,1
1,3.918,1,1,1.182,0,0,1,1,0,2,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,2.818,1,2,1.991,0,0,1,1,0,1,0,0,6,9,5,6.0,0,6,10,4,5.6,1
1,5.273,1,3,5.336,0,0,1,1,0,1,0,0,5,6,5,8.1,0,5,8,5,8.0,1
0,3.918,2,2,2.727,0,0,1,1,0,2,0,7,13,13,7,5.143,5,11,13,5,5.3,0
1,3.818,1,3,2.736,0,0,1,1,1,1,0,0,6,7,6,6.786,0,6,8,6,6.583,1
1,4.545,1,1,3.436,0,0,1,1,0,1,0,0,6,7,6,7.143,0,6,9,6,7.429,1
1,2.0,1,1,1.491,0,0,1,1,0,1,0,0,5,7,5,5.1,0,5,6,4,5.25,1
1,0.909,2,2,0.909,0,1,1,1,0,2,0,0,8,16,2,5.125,0,8,16,2,5.125,0
1,3.273,1,1,3.082,0,0,1,1,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,5.455,1,3,4.5,0,0,1,1,1,1,0,0,6,7,6,7.417,0,6,6,6,7.417,1
1,5.455,2,1,5.455,0,0,1,1,0,1,0,0,6,12,5,6.812,0,6,6,5,6.3,1
1,4.909,2,2,4.527,0,1,1,1,0,2,0,0,7,7,7,6.136,0,8,10,7,6.829,1
0,3.918,3,3,5.855,0,0,1,1,0,2,0,0,5,0,0,0.0,0,5,0,0,0.0,0
0,3.918,1,2,2.636,0,0,1,1,0,3,0,3,9,10,9,6.611,2,7,8,7,6.571,1
1,3.918,2,3,0.555,0,0,1,1,0,2,0,0,7,13,2,7.5,0,7,12,2,5.75,0
1,3.636,1,1,3.636,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.909,1,1,3.527,0,0,1,1,0,1,0,6,12,12,12,6.583,6,12,12,12,6.5,1
1,3.091,3,3,3.345,0,0,1,1,1,1,0,0,6,8,5,6.917,0,6,6,4,7.0,1
0,3.636,1,1,3.636,0,0,1,1,0,2,0,0,5,0,0,0.0,0,5,0,0,0.0,0
1,1.818,2,3,1.818,0,0,1,1,0,2,0,7,12,12,9,6.167,6,11,11,6,6.583,0
1,3.364,2,3,3.973,0,1,1,1,0,1,0,0,6,6,6,6.5,0,6,7,5,5.9,0
1,4.545,2,3,4.545,0,0,1,1,0,1,0,0,6,15,3,6.625,0,6,9,1,6.0,0
1,3.909,2,3,3.973,0,0,1,0,0,1,0,0,6,6,6,6.75,0,6,6,6,6.083,1
1,1.727,3,3,4.273,0,0,1,0,1,1,0,0,6,7,6,6.333,0,6,8,5,6.4,1
1,3.918,1,2,3.473,0,0,1,0,0,2,0,7,11,18,11,7.545,2,6,7,6,7.25,0
1,3.909,1,1,3.564,0,1,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,4.0,1,1,3.591,0,0,1,1,0,1,0,0,6,7,6,6.583,0,6,7,6,6.333,1
1,3.182,2,2,3.6,0,0,1,1,0,1,0,0,6,6,6,6.417,0,6,8,6,6.417,1
1,3.818,2,1,4.709,0,0,1,1,0,1,0,0,6,6,6,5.917,0,6,6,6,6.083,1
1,4.091,1,1,3.618,0,0,1,1,0,1,0,0,6,6,5,6.4,0,6,11,3,6.375,1
1,0.909,1,1,1.455,0,0,1,1,0,1,0,2,7,7,5,5.9,5,9,9,5,5.5,0
1,3.182,2,1,2.864,0,0,1,1,0,1,0,0,5,7,5,7.9,0,5,7,5,7.286,0
1,2.455,1,1,2.518,0,0,1,1,0,1,0,0,6,9,6,7.333,0,6,7,6,6.929,1
1,4.545,2,3,4.545,0,0,1,1,0,1,0,2,6,10,4,6.25,1,6,16,2,6.0,0
1,3.818,1,2,3.918,0,0,1,1,0,1,0,0,5,7,3,6.0,0,6,10,2,5.25,0
1,3.818,2,1,2.645,0,1,1,1,0,1,0,0,6,6,3,6.333,0,6,11,4,5.571,0
1,3.909,2,3,3.755,0,1,1,0,0,1,0,0,6,7,5,6.8,0,6,7,5,5.9,0
1,4.818,1,1,4.245,0,0,1,0,0,1,0,0,6,6,6,6.25,0,6,6,6,6.917,1
1,4.818,2,3,3.291,0,0,1,0,1,1,0,0,6,7,6,6.667,0,6,7,6,6.75,1
1,3.918,3,3,1.782,0,0,1,0,0,1,1,0,6,13,4,6.125,0,6,15,5,5.5,0
1,4.636,1,2,3.809,0,0,1,0,1,1,0,0,7,7,7,7.551,0,8,8,8,8.047,1
1,4.545,2,3,4.609,0,0,1,0,1,1,0,0,6,6,6,6.583,0,6,6,6,8.0,1
0,4.0,1,2,2.791,0,0,1,0,0,2,0,0,6,8,4,5.5,0,6,6,0,0.0,0
1,2.545,1,2,2.164,0,0,1,0,0,1,0,0,5,9,3,5.833,0,5,9,4,5.875,1
0,2.636,3,3,2.036,0,0,1,0,0,2,0,4,7,15,7,5.786,2,6,14,2,5.5,0
1,4.818,1,3,4.791,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
1,3.0,2,2,3.227,0,0,0,0,1,1,0,0,6,6,6,6.917,0,6,7,6,7.143,1
1,1.636,2,1,1.618,0,0,1,0,1,1,0,0,7,10,6,6.179,0,8,9,7,6.5,1
1,2.455,3,2,1.855,0,1,0,0,0,1,0,0,6,7,6,6.083,0,6,10,2,5.167,0
1,7.273,3,3,4.391,0,0,1,0,0,2,0,5,10,14,9,6.208,5,9,14,7,6.5,1
1,6.091,1,3,4.755,0,0,1,0,0,1,0,0,5,7,4,6.375,0,5,6,4,6.375,1
1,4.636,3,1,5.0,0,0,1,0,0,1,0,12,21,33,18,7.467,12,21,33,18,7.467,1
1,3.182,1,2,3.245,0,0,1,0,0,1,0,0,6,6,6,6.5,0,6,7,6,5.833,1
1,4.818,3,3,3.518,0,0,1,0,0,1,0,0,7,10,7,7.228,0,8,8,8,6.955,1
1,4.727,1,2,3.455,0,0,1,0,1,1,0,0,6,8,6,7.0,0,6,7,6,6.643,1
1,5.455,2,3,5.136,0,0,1,0,1,1,0,0,6,6,6,6.75,0,6,7,6,6.333,1
1,2.0,3,3,1.464,0,0,0,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
0,3.918,2,1,2.545,0,0,1,0,1,1,0,0,6,6,6,5.833,0,6,12,5,7.0,1
1,3.182,1,3,2.455,0,0,1,0,1,1,0,0,5,6,4,6.0,0,5,8,5,6.667,1
1,2.818,3,3,2.309,0,0,1,0,1,1,0,0,6,7,6,5.857,0,6,6,6,5.917,1
1,3.918,3,1,2.455,0,0,1,0,0,1,0,0,6,8,6,6.333,0,6,7,6,6.214,1
1,4.091,3,3,3.364,0,0,1,0,0,1,0,0,6,0,0,0.0,0,6,0,0,0.0,0
1,3.818,2,3,2.545,0,0,1,0,0,1,0,0,8,8,7,6.164,0,8,8,7,6.164,1
1,3.918,3,3,2.545,0,0,1,0,0,2,0,0,7,14,6,5.833,0,7,10,1,5.0,0
1,4.091,1,3,3.309,0,0,1,0,1,1,0,5,12,12,12,6.625,5,12,12,11,6.364,1
1,3.909,3,3,3.127,0,0,1,0,1,1,0,0,7,7,7,6.65,0,8,8,8,7.562,1
1,4.091,1,2,3.582,0,0,1,0,0,1,0,0,6,6,6,6.417,0,6,7,6,6.083,1
1,4.545,1,1,4.7,0,0,1,0,1,1,0,3,6,6,6,6.417,2,6,6,6,6.417,1
1,4.909,1,2,3.827,0,0,1,0,1,1,0,0,5,10,3,6.333,0,5,7,3,6.5,1
1,2.909,3,1,2.436,0,0,1,0,0,1,0,0,7,8,6,6.636,0,8,8,7,7.236,1
0,4.818,2,3,4.091,0,0,1,0,1,1,0,0,5,5,5,6.2,0,5,6,5,6.417,1
1,3.091,2,1,2.364,0,1,1,0,0,1,0,0,6,7,0,0.0,0,5,5,0,0.0,0
1,6.0,1,1,5.909,0,0,1,0,0,1,0,0,6,7,6,7.143,0,6,8,6,6.625,1
1,4.727,3,3,3.364,0,0,1,0,0,1,0,0,5,7,3,6.167,0,5,9,5,6.3,1
1,4.727,3,3,3.709,0,0,1,0,1,1,0,0,7,10,6,6.292,0,8,8,7,6.336,1
1,3.273,2,3,2.891,0,0,1,0,0,1,0,0,7,8,6,6.866,0,8,10,7,6.886,0
1,7.273,3,2,5.318,0,0,1,1,0,3,0,8,10,14,8,7.312,5,7,7,5,6.7,0
1,3.636,3,3,1.8,0,0,0,1,0,2,0,0,3,3,0,0.0,0,2,2,0,0.0,0
1,3.909,2,2,2.7,0,1,1,0,1,1,1,0,6,8,6,6.333,0,6,7,6,6.333,1
1,2.909,1,1,2.909,0,0,1,0,0,1,0,0,8,11,6,6.246,0,8,11,6,6.246,1
1,4.364,1,1,5.227,0,0,1,0,1,1,0,6,12,12,12,6.833,4,11,12,11,7.083,1
1,6.636,3,3,5.527,0,0,1,0,0,1,1,0,6,13,6,8.0,0,6,8,6,7.25,1
1,5.455,2,3,5.455,0,0,1,0,0,1,0,2,6,8,6,7.071,1,6,7,6,6.5,1
0,3.918,2,2,3.773,0,1,1,0,1,3,0,0,6,9,6,5.917,0,6,9,4,6.875,1
1,4.909,1,1,3.382,0,0,1,0,1,1,0,0,6,6,6,6.333,0,6,8,6,6.5,1
1,2.545,3,2,1.909,0,0,1,0,0,1,0,0,6,6,6,6.25,0,6,6,6,6.333,1
1,1.0,3,2,2.718,0,1,0,0,0,1,1,5,11,16,9,5.444,2,10,20,4,5.625,1
1,3.909,2,3,3.973,0,0,1,0,0,1,0,0,6,11,1,6.5,0,5,10,0,0.0,0
1,3.918,1,2,4.545,0,0,1,0,0,1,0,0,6,6,6,7.583,0,6,6,6,8.0,1
1,3.091,2,2,2.173,0,0,1,0,1,1,0,0,6,8,6,6.333,0,6,7,6,6.0,1
1,3.364,3,3,2.791,0,1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0
0,1.818,3,3,2.891,0,0,0,1,0,3,0,0,5,5,0,0.0,0,5,5,0,0.0,0
1,1.818,2,1,2.518,0,1,1,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1
1,6.364,3,3,1.818,0,0,1,1,0,2,0,0,5,8,2,5.5,0,5,6,4,5.75,0
1,2.727,1,1,4.036,0,0,1,1,0,2,0,0,6,7,6,7.857,0,6,10,6,7.95,0
1,3.918,3,3,3.209,0,0,1,1,0,2,0,11,15,15,11,5.409,12,14,15,11,5.818,0
1,3.818,2,3,2.645,0,0,0,1,0,1,0,0,5,16,1,6.0,0,5,6,0,0.0,0
1,3.636,2,3,5.091,0,0,1,1,0,2,0,0,6,8,5,6.3,0,6,11,4,5.625,1
1,3.545,2,1,2.909,0,0,1,1,0,1,0,0,5,8,5,5.8,0,5,10,4,5.375,1
